,Unnamed: 0,GAME_ID,PLAYER_NAME,START_POSITION,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,DATE
0,5,22100480,Deni Avdija,,28:47,5.0,8.0,0.625,1.0,4.0,0.25,3.0,4.0,0.75,0.0,5.0,5.0,2.0,0.0,3.0,2.0,4.0,14.0,1.0,2021-12-23
1,31,22100447,Deni Avdija,,30:22,4.0,5.0,0.8,2.0,2.0,1.0,1.0,2.0,0.5,0.0,7.0,7.0,2.0,2.0,1.0,2.0,4.0,11.0,23.0,2021-12-18
2,56,22100432,Deni Avdija,,26:20,5.0,6.0,0.833,1.0,2.0,0.5,3.0,3.0,1.0,0.0,4.0,4.0,4.0,2.0,0.0,3.0,0.0,14.0,7.0,2021-12-16
3,80,22100427,Deni Avdija,,22:29,5.0,10.0,0.5,2.0,4.0,0.5,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,1.0,3.0,15.0,-9.0,2021-12-15
4,97,22100411,Deni Avdija,F,16:35,2.0,7.0,0.286,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,-28.0,2021-12-13
5,133,22100392,Deni Avdija,F,22:45,2.0,6.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,0.0,2.0,0.0,1.0,4.0,-11.0,2021-12-11
6,151,22100368,Deni Avdija,,20:42,4.0,9.0,0.444,2.0,4.0,0.5,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,3.0,10.0,14.0,2021-12-08
7,177,22100355,Deni Avdija,,16:18,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,2021-12-06
8,201,22100351,Deni Avdija,,16:19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-17.0,2021-12-05
9,241,22100334,Deni Avdija,,22:48,6.0,10.0,0.6,3.0,6.0,0.5,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,16.0,13.0,2021-12-03
10,266,22100321,Deni Avdija,,19:51,4.0,8.0,0.5,1.0,4.0,0.25,0.0,0.0,0.0,1.0,6.0,7.0,1.0,1.0,1.0,0.0,3.0,9.0,9.0,2021-12-01
11,278,22100311,Deni Avdija,,20:50,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,-9.0,2021-11-29
12,304,22100298,Deni Avdija,,19:14,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,7.0,-3.0,2021-11-27
13,329,22100286,Deni Avdija,,21:32,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,9.0,-3.0,2021-11-26
14,357,22100275,Deni Avdija,,24:59,1.0,5.0,0.2,1.0,2.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,-8.0,2021-11-24
15,396,22100254,Deni Avdija,,18:58,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,0.0,4.0,4.0,1.0,0.0,2.0,1.0,2.0,6.0,7.0,2021-11-22
16,422,22100241,Deni Avdija,,26:54,3.0,7.0,0.429,0.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,4.0,1.0,0.0,0.0,3.0,8.0,4.0,2021-11-20
17,438,22100225,Deni Avdija,,19:35,2.0,6.0,0.333,2.0,3.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,-9.0,2021-11-18
18,461,22100213,Deni Avdija,,24:59,2.0,9.0,0.222,1.0,7.0,0.143,4.0,4.0,1.0,2.0,9.0,11.0,0.0,0.0,1.0,0.0,1.0,9.0,-10.0,2021-11-17
19,501,22100201,Deni Avdija,,27:35,5.0,6.0,0.833,0.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,10.0,1.0,2.0,1.0,0.0,5.0,11.0,18.0,2021-11-15
20,514,22100187,Deni Avdija,,18:15,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,8.0,22.0,2021-11-13
21,538,22100158,Deni Avdija,,15:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.0,2021-11-10
22,577,22100142,Deni Avdija,,27:23,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,1.0,8.0,9.0,4.0,1.0,1.0,0.0,2.0,3.0,10.0,2021-11-07
23,604,22100126,Deni Avdija,,28:20,2.0,6.0,0.333,0.0,2.0,0.0,1.0,4.0,0.25,1.0,6.0,7.0,3.0,0.0,1.0,2.0,2.0,5.0,10.0,2021-11-05
24,628,22100112,Deni Avdija,,25:34,4.0,7.0,0.571,1.0,3.0,0.333,2.0,6.0,0.333,3.0,3.0,6.0,1.0,1.0,0.0,2.0,3.0,11.0,5.0,2021-11-03
25,641,22100097,Deni Avdija,,17:52,4.0,5.0,0.8,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,9.0,8.0,2021-11-01
26,681,22100078,Deni Avdija,,24:10,1.0,4.0,0.25,0.0,1.0,0.0,1.0,2.0,0.5,2.0,5.0,7.0,0.0,0.0,2.0,0.0,2.0,3.0,-5.0,2021-10-30
27,707,22100066,Deni Avdija,,22:28,1.0,8.0,0.125,1.0,4.0,0.25,2.0,2.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,2.0,2.0,5.0,2.0,2021-10-28
28,717,22100056,Deni Avdija,,16:54,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,0.75,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,8.0,7.0,2021-10-27
29,744,22100044,Deni Avdija,,19:10,0.0,6.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,7.0,8.0,2.0,0.0,1.0,0.0,2.0,2.0,-6.0,2021-10-25
30,784,22100019,Deni Avdija,,16:43,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2021-10-22
31,796,22100006,Deni Avdija,,20:52,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,2.0,5.0,7.0,1.0,2.0,2.0,1.0,1.0,8.0,13.0,2021-10-20
